season,teamId,team,conference,elo
2019,231,Portland State,Big Sky Conference,1653
2019,232,Prairie View A&M,Southwestern Athletic Conference,1712
2019,233,Presbyterian,Big South Conference,1796
2019,234,Princeton,Ivy League,1676
2019,235,Providence,Big East Conference,1835
2019,236,Purdue,Big Ten Conference,2186
2019,237,Purdue Fort Wayne,Summit League,1839
2019,238,Quinnipiac,Metro Atlantic Athletic Conference,1592
2019,239,Radford,Big South Conference,1898
2019,240,Rhode Island,Atlantic 10 Conference,1695
2019,241,Rice,Conference USA,1461
2019,242,Richmond,Atlantic 10 Conference,1616
2019,243,Rider,Metro Atlantic Athletic Conference,1569
2019,244,Robert Morris,Northeast Conference,1619
2019,245,Rutgers,Big Ten Conference,1793
2019,249,Sacramento State,Big Sky Conference,1626
2019,250,Sacred Heart,Northeast Conference,1651
2019,251,Saint Joseph's,Atlantic 10 Conference,1628
2019,252,Saint Louis,Atlantic 10 Conference,1835
2019,253,Saint Mary's,West Coast Conference,2058
2019,254,Saint Peter's,Metro Atlantic Athletic Conference,1410
2019,256,Samford,Southern Conference,1787
2019,255,Sam Houston,Southland Conference,1778
2019,258,San Diego,West Coast Conference,1862
2019,257,San Diego State,Mountain West Conference,1838
2019,259,San Francisco,West Coast Conference,1787
2019,260,San José State,Mountain West Conference,1130
2019,261,Santa Clara,West Coast Conference,1638
2019,380,Savannah State,Mid-Eastern Athletic Conference,1318
2019,262,Seattle U,Western Athletic Conference,1668
2019,246,SE Louisiana,Southland Conference,1728
2019,263,Seton Hall,Big East Conference,1908
2019,264,Siena,Metro Atlantic Athletic Conference,1478
2019,247,SIU Edwardsville,Ohio Valley Conference,1409
2019,248,SMU,American Athletic Conference,1730
2019,265,South Alabama,Sun Belt Conference,1664
2019,266,South Carolina,Southeastern Conference,1872
2019,267,South Carolina State,Mid-Eastern Athletic Conference,1393
2019,268,South Carolina Upstate,Big South Conference,1432
2019,269,South Dakota,Summit League,1644
2019,270,South Dakota State,Summit League,1883
2019,272,Southeast Missouri State,Ohio Valley Conference,1533
2019,274,Southern,Southwestern Athletic Conference,1413
2019,273,Southern Illinois,Missouri Valley Conference,1741
2019,275,Southern Miss,Conference USA,1798
2019,276,Southern Utah,Big Sky Conference,1647
2019,271,South Florida,American Athletic Conference,1844
2019,281,Stanford,Pac-12 Conference,1773
2019,277,St. Bonaventure,Atlantic 10 Conference,1830
2019,282,Stephen F. Austin,Southland Conference,1502
2019,283,Stetson,ASUN Conference,1422
2019,364,St. Francis Brooklyn,Northeast Conference,1596
2019,278,St. Francis (PA),Northeast Conference,1645
2019,279,St. John's,Big East Conference,1683
2019,285,Stony Brook,America East Conference,1761
2019,286,Syracuse,Atlantic Coast Conference,1933
2019,287,TCU,Big 12 Conference,1902
2019,289,Temple,American Athletic Conference,1812
2019,292,Tennessee,Southeastern Conference,2090
2019,290,Tennessee State,Ohio Valley Conference,1536
2019,291,Tennessee Tech,Ohio Valley Conference,1450
2019,295,Texas,Big 12 Conference,2028
2019,293,Texas A&M,Southeastern Conference,1721
2019,294,Texas A&M-Corpus Christi,Southland Conference,1544
2019,296,Texas Southern,Southwestern Athletic Conference,1722
2019,297,Texas State,Sun Belt Conference,1754
2019,298,Texas Tech,Big 12 Conference,2313
2019,299,The Citadel,Southern Conference,1487
2019,300,Toledo,Mid-American Conference,1901
2019,301,Towson,Coastal Athletic Association,1440
2019,302,Troy,Sun Belt Conference,1568
2019,303,Tulane,American Athletic Conference,1435
2019,304,Tulsa,American Athletic Conference,1674
2019,305,UAB,Conference USA,1759
2019,306,UAlbany,America East Conference,1601
2019,307,UC Davis,Big West Conference,1611
2019,312,UCF,American Athletic Conference,1988
2019,308,UC Irvine,Big West Conference,1959
2019,313,UCLA,Pac-12 Conference,1680
2019,314,UConn,American Athletic Conference,1679
2019,309,UC Riverside,Big West Conference,1453
2019,311,UC Santa Barbara,Big West Conference,1726
2019,315,UIC,Horizon League,1660
2019,316,UL Monroe,Sun Belt Conference,1798
2019,318,UMass Lowell,America East Conference,1627
2019,317,UMBC,America East Conference,1693
2019,319,UNC Asheville,Big South Conference,1301
2019,320,UNC Greensboro,Southern Conference,1905
2019,321,UNC Wilmington,Coastal Athletic Association,1511
2019,322,UNLV,Mountain West Conference,1691
2019,323,USC,Pac-12 Conference,1809
2019,331,Utah,Pac-12 Conference,1758
2019,329,Utah State,Mountain West Conference,1944
2019,332,Utah Valley,Western Athletic Conference,1853
2019,324,UT Arlington,Sun Belt Conference,1820
2019,327,UTEP,Conference USA,1401
2019,325,UT Martin,Ohio Valley Conference,1554
2019,326,UT Rio Grande Valley,Western Athletic Conference,1706
2019,328,UTSA,Conference USA,1729
2019,335,Valparaiso,Missouri Valley Conference,1652
2019,336,Vanderbilt,Southeastern Conference,1543
2019,333,VCU,Atlantic 10 Conference,1949
2019,337,Vermont,America East Conference,1917
2019,338,Villanova,Big East Conference,1954
2019,339,Virginia,Atlantic Coast Conference,2298
2019,340,Virginia Tech,Atlantic Coast Conference,2104
2019,334,VMI,Southern Conference,1586
2019,341,Wagner,Northeast Conference,1434
2019,342,Wake Forest,Atlantic Coast Conference,1600
2019,343,Washington,Pac-12 Conference,1875
2019,344,Washington State,Pac-12 Conference,1456
2019,345,Weber State,Big Sky Conference,1683
2019,348,Western Carolina,Southern Conference,1568
2019,349,Western Illinois,Summit League,1536
2019,350,Western Kentucky,Conference USA,1803
2019,351,Western Michigan,Mid-American Conference,1536
2019,347,West Virginia,Big 12 Conference,1728
2019,352,Wichita State,American Athletic Conference,1935
2019,353,William & Mary,Coastal Athletic Association,1603
2019,354,Winthrop,Big South Conference,1713
2019,355,Wisconsin,Big Ten Conference,1957
2019,356,Wofford,Southern Conference,2230
2019,357,Wright State,Horizon League,1861
2019,358,Wyoming,Mountain West Conference,1412
2019,359,Xavier,Big East Conference,1908
2019,360,Yale,Ivy League,1903
2019,361,Youngstown State,Horizon League,1581
